#        x          y          z           w
#
0.148311 0.478227 0.624377 0.871285
0.984085 0.361652 0.803848 0.693141
0.028859 0.762764 0.100360 0.766726
0.505346 0.222575 0.557344 0.989446
0.002422 0.408254 0.856325 0.964482
0.479607 0.040575 0.394396 0.741491
0.230499 0.202106 0.632385 0.566788
0.510732 0.435748 0.706309 0.581537
0.013459 0.321686 0.494847 0.927866
0.742883 0.285725 0.243786 0.503616
0.533315 0.385633 0.223216 0.983396
0.629191 0.646718 0.712247 0.731061
0.968871 0.321519 0.987162 0.833205
0.004106 0.918021 0.804445 0.572127
0.127766 0.810192 0.794304 0.901832
0.557982 0.211134 0.714584 0.580856
0.986679 0.119634 0.939111 0.953336
0.496120 0.218264 0.056829 0.828327
0.629346 0.830002 0.742212 0.697705
0.418908 0.598354 0.307617 0.971739
0.300155 0.245330 0.113093 0.793495
0.628332 0.571056 0.291528 0.674067
0.117365 0.835177 0.618955 0.849962
0.027237 0.433097 0.657516 0.672738
0.101770 0.504306 0.195992 0.879972
0.253285 0.153420 0.160486 0.850772
0.445381 0.162283 0.033973 0.503749
0.527047 0.289351 0.701441 0.545147
0.082711 0.766570 0.286220 0.857252
0.181331 0.421985 0.992032 0.756610
0.561456 0.387229 0.123748 0.935746
0.365216 0.365048 0.927503 0.726829
0.141359 0.870357 0.341825 0.880590
0.755575 0.455030 0.100548 0.684657
0.855003 0.174685 0.847946 0.580345
0.645985 0.009856 0.927543 0.624190
0.605941 0.900557 0.258330 0.609870
0.340352 0.775688 0.852010 0.525174
0.599162 0.735818 0.354385 0.517893
0.327269 0.426992 0.768444 0.925688
0.577640 0.657781 0.448005 0.858147
0.193643 0.003571 0.366922 0.783698
0.649414 0.405161 0.254439 0.772350
0.325946 0.283338 0.394897 0.536717
0.725126 0.122243 0.521291 0.710847
0.958037 0.886351 0.560098 0.631509
0.927802 0.672194 0.462295 0.967322
0.888915 0.428322 0.615517 0.563027
0.715860 0.587116 0.914947 0.893322
0.175796 0.154371 0.993872 0.855732
0.036959 0.657388 0.406391 0.748793
0.153233 0.193113 0.007406 0.783805
0.363456 0.148687 0.939298 0.998159
0.235278 0.508156 0.899664 0.655923
0.925509 0.014171 0.515907 0.527666
0.176438 0.845807 0.574857 0.926436
0.396042 0.615490 0.183171 0.873778
0.186353 0.411198 0.378808 0.585141
0.244336 0.758911 0.100850 0.539439
0.172876 0.015904 0.437643 0.840938
0.688087 0.306810 0.024749 0.694007
0.849286 0.327334 0.267711 0.900210
0.765970 0.951643 0.364130 0.775497
0.991160 0.710154 0.738844 0.545711
0.794111 0.914536 0.392327 0.943677
0.458076 0.680196 0.696988 0.527396
0.186017 0.295070 0.015293 0.807278
0.938460 0.726373 0.361022 0.967282
0.002832 0.359093 0.355582 0.705610
0.453146 0.101917 0.291870 0.859009
0.185116 0.541581 0.243334 0.948769
0.301080 0.054826 0.770520 0.680791
0.565971 0.352592 0.748144 0.674247
0.972508 0.749100 0.654345 0.781246
0.071779 0.847462 0.945228 0.883688
0.659388 0.535157 0.632709 0.727823
0.513558 0.671024 0.718242 0.942278
0.147186 0.142946 0.201350 0.547606
0.585588 0.073770 0.729746 0.859905
0.144100 0.677070 0.828846 0.806128
0.420065 0.568682 0.543318 0.993790
0.346624 0.020419 0.048237 0.978945
0.593604 0.074468 0.917418 0.847866
0.118502 0.401580 0.930990 0.730343
0.849134 0.029150 0.380862 0.889971
0.953843 0.740797 0.601220 0.906538
0.688887 0.674979 0.918080 0.632806
0.091712 0.505958 0.079564 0.570607
0.296612 0.402314 0.063825 0.896066
0.544759 0.425688 0.500072 0.834365
0.721306 0.103097 0.165389 0.690322
0.120782 0.684130 0.999601 0.798152
0.428344 0.651861 0.119351 0.743284
0.027363 0.230461 0.795873 0.964159
0.064921 0.530602 0.316632 0.842760
0.914059 0.729142 0.314840 0.614269
0.751897 0.364293 0.724991 0.824860
0.727013 0.293487 0.392743 0.551248
0.064350 0.765612 0.788458 0.577023
0.185975 0.016172 0.177607 0.983040
0.318992 0.153715 0.784687 0.809182
0.353771 0.249764 0.529019 0.645016
0.472305 0.397083 0.558517 0.869142
0.555554 0.471527 0.760727 0.915324
0.725566 0.267879 0.669706 0.656785
0.409957 0.291067 0.992248 0.955216
0.868597 0.007100 0.247545 0.962718
0.483024 0.407438 0.963829 0.859977
0.482153 0.669575 0.585312 0.567426
0.870181 0.864932 0.733941 0.917045
0.904511 0.610906 0.355967 0.904302
0.457210 0.493951 0.492297 0.975565
0.656915 0.551669 0.661905 0.532697
0.080709 0.701939 0.746412 0.714248
0.577841 0.527248 0.111107 0.995721
0.181377 0.302247 0.775597 0.717950
0.190329 0.939502 0.505050 0.965226
0.248712 0.231178 0.040447 0.949693
0.955548 0.664086 0.958326 0.581802
0.682170 0.778654 0.782434 0.938709
0.318603 0.696449 0.789569 0.828794
0.107170 0.836237 0.826077 0.778969
0.872076 0.191806 0.239427 0.910722
0.693513 0.989033 0.452952 0.987150
0.688690 0.093057 0.979406 0.511362
0.907392 0.647397 0.401437 0.926618
0.099999 0.690283 0.685469 0.949000
0.337626 0.121930 0.624375 0.720121
0.400245 0.221066 0.186034 0.848716
0.842796 0.350152 0.577117 0.896244
0.721742 0.578385 0.375951 0.912441
0.674648 0.652422 0.967870 0.674723
0.740249 0.721372 0.130596 0.819103
0.574753 0.931597 0.329920 0.782354
0.662323 0.158609 0.377442 0.661149
0.979011 0.072264 0.618453 0.767929
0.290067 0.627761 0.119562 0.844463
0.836888 0.515646 0.232926 0.938888
0.220270 0.688735 0.305203 0.537974
0.242376 0.738626 0.338198 0.944078
0.906321 0.227910 0.371171 0.842936
0.108569 0.755654 0.586678 0.510094
0.863998 0.095332 0.570476 0.506968
0.845543 0.861576 0.253414 0.857724
0.742766 0.978571 0.421146 0.828910
0.610872 0.767887 0.107617 0.843734
0.033971 0.861472 0.516848 0.558396
0.188616 0.279996 0.996559 0.667189
0.940829 0.164470 0.095587 0.577460
0.502059 0.551272 0.629250 0.809457
0.554711 0.894153 0.868482 0.704659
0.481887 0.234954 0.173588 0.921305
0.106450 0.551597 0.408973 0.850028
0.949164 0.375098 0.392083 0.719564
0.587403 0.428698 0.943060 0.589278
0.459541 0.574618 0.577966 0.841322
0.468019 0.251149 0.904715 0.826568
0.235084 0.839605 0.218821 0.796023
0.521469 0.017907 0.991270 0.685016
0.733899 0.332576 0.383535 0.523173
0.845006 0.027533 0.394210 0.721689
0.798705 0.081663 0.023325 0.521937
0.732559 0.413186 0.902242 0.791283
0.261267 0.621403 0.511883 0.772307
0.597810 0.526135 0.025938 0.527069
0.579790 0.088301 0.437698 0.793574
0.672089 0.637079 0.776421 0.943699
0.073695 0.281727 0.980194 0.521525
0.042897 0.148099 0.792349 0.772177
0.435911 0.337020 0.940104 0.749601
0.633685 0.549870 0.683303 0.685229
0.763022 0.981561 0.707544 0.917950
0.551865 0.296503 0.049974 0.696443
0.100601 0.483128 0.971995 0.578270
0.194432 0.205468 0.967110 0.638730
0.420826 0.214894 0.146008 0.713318
0.753860 0.459525 0.817802 0.917228
0.966523 0.825987 0.626148 0.786010
0.562372 0.528819 0.014701 0.588848
0.601812 0.168966 0.256082 0.708268
0.929538 0.071564 0.327423 0.888428
0.857933 0.819503 0.338862 0.884187
0.116505 0.051996 0.205359 0.500271
0.339819 0.737710 0.739369 0.889092
0.109245 0.014788 0.501877 0.815250
0.613425 0.245282 0.857727 0.744566
0.638441 0.309599 0.822054 0.507221
0.727912 0.640447 0.326144 0.943523
0.194144 0.383913 0.511998 0.629822
0.819445 0.735065 0.831128 0.939243
0.308573 0.822786 0.540980 0.925048
0.537418 0.162751 0.768298 0.593233
0.723332 0.647570 0.571529 0.708053
0.674670 0.808136 0.631283 0.740895
0.130589 0.804020 0.525790 0.784541
0.936098 0.254965 0.691288 0.590018
0.111281 0.313264 0.526251 0.722816
0.209756 0.855243 0.366184 0.543797
0.314077 0.719659 0.293731 0.819804
0.658751 0.266024 0.658371 0.717622
0.051479 0.192139 0.839587 0.999170
0.764114 0.287673 0.344590 0.655749
0.973452 0.544602 0.618527 0.941318
0.039146 0.638122 0.311922 0.985191
0.183462 0.519743 0.616000 0.773402
0.098526 0.670940 0.922195 0.779364
0.097095 0.905238 0.512128 0.542775
0.638041 0.578635 0.331761 0.655573
0.488958 0.200221 0.666812 0.831351
0.502563 0.241366 0.004875 0.766404
0.033312 0.877363 0.065663 0.731730
0.063652 0.543263 0.184897 0.568274
0.445383 0.682918 0.263496 0.602674
0.074716 0.700989 0.231228 0.928986
0.690614 0.879707 0.585857 0.983755
0.087361 0.869972 0.996975 0.940783
0.346928 0.407258 0.383124 0.622232
0.158642 0.267850 0.806533 0.630748
0.775381 0.274965 0.516949 0.955369
0.830954 0.808048 0.915999 0.561728
0.773531 0.091337 0.604486 0.691092
0.716859 0.942217 0.196821 0.500243
0.536549 0.975104 0.201665 0.507576
0.279568 0.080503 0.471617 0.612221
0.786622 0.091091 0.390389 0.892028
0.004600 0.408319 0.710889 0.740128
0.857647 0.655179 0.229090 0.616352
0.607261 0.875680 0.925444 0.785637
0.469938 0.155303 0.616757 0.732594
0.018482 0.691352 0.046019 0.940117
0.593198 0.770701 0.000238 0.655748
0.124733 0.015667 0.780651 0.817251
0.628342 0.042381 0.294204 0.688793
0.710681 0.200429 0.412977 0.558537
0.168508 0.112502 0.304341 0.722979
0.230041 0.669401 0.323890 0.917163
0.313643 0.742783 0.300149 0.974172
0.658511 0.119543 0.648426 0.560591
0.996634 0.540736 0.116534 0.969745
0.836353 0.281757 0.242703 0.996298
0.931901 0.877285 0.814636 0.955822
0.687830 0.754333 0.725396 0.927929
0.508580 0.312512 0.782528 0.729272
0.723806 0.459371 0.739062 0.830205
0.370498 0.218440 0.355437 0.862443
0.929376 0.989017 0.744948 0.808850
0.553568 0.975403 0.830865 0.822327
0.809410 0.973306 0.279689 0.761353
0.813323 0.543726 0.960516 0.593759
0.623281 0.119479 0.387247 0.565606
0.859422 0.890843 0.835788 0.758609
0.185015 0.139207 0.616424 0.988687
0.259503 0.259009 0.603319 0.911500
0.159841 0.587293 0.360373 0.715261
0.984096 0.831011 0.048544 0.697770
0.849136 0.114196 0.982668 0.887239
0.579229 0.601806 0.910955 0.825069
0.429464 0.288436 0.613233 0.631698
0.181728 0.435065 0.476809 0.798221
0.075106 0.677918 0.865262 0.763827
0.597805 0.677049 0.239276 0.502782
0.828975 0.066374 0.860347 0.700703
0.497503 0.975636 0.832482 0.761376
0.224751 0.807854 0.798736 0.886455
0.565610 0.557212 0.367918 0.519696
0.497333 0.326845 0.523339 0.997182
0.655447 0.372966 0.179599 0.552547
0.426073 0.957457 0.226818 0.647005
0.645684 0.087489 0.182854 0.674512
0.963255 0.073655 0.630385 0.526904
0.217998 0.454431 0.870678 0.804215
0.118844 0.148893 0.058005 0.893705
0.605916 0.985072 0.284160 0.784190
0.307903 0.057626 0.290226 0.852633
0.716062 0.452350 0.598002 0.531619
0.087425 0.686593 0.297257 0.696142
0.451999 0.673912 0.869492 0.836675
0.591390 0.680144 0.124460 0.651513
0.632025 0.140881 0.293894 0.661131
0.946515 0.644801 0.740138 0.685873
0.525500 0.004943 0.634263 0.650626
0.704462 0.481812 0.988463 0.885371
0.809979 0.624419 0.650295 0.885047
0.919972 0.012772 0.521886 0.606939
0.120572 0.684309 0.769090 0.694467
0.239347 0.415573 0.331267 0.868663
0.772196 0.982014 0.811342 0.993624
0.906286 0.327574 0.244313 0.935277
0.394974 0.305362 0.148512 0.876140
0.472455 0.107858 0.941709 0.731289
0.239538 0.349253 0.125673 0.894584
0.850866 0.805392 0.036961 0.604426
0.921018 0.502956 0.991016 0.586882
0.009533 0.365342 0.378682 0.517532
0.946902 0.710834 0.647708 0.948789
0.583218 0.663543 0.523432 0.772020
0.807591 0.636292 0.772411 0.581793
0.238367 0.424424 0.445282 0.765952
0.542372 0.133529 0.214630 0.778192
0.536122 0.927152 0.473772 0.990703
0.677419 0.873546 0.500118 0.828773
0.545593 0.835785 0.989114 0.941840
0.702800 0.284433 0.691406 0.946816
0.472297 0.192774 0.770738 0.750056
0.566389 0.521417 0.549044 0.800292
0.868523 0.189560 0.642414 0.577120
0.922726 0.120974 0.472285 0.780465
0.425785 0.414459 0.806043 0.621503
0.771550 0.421173 0.674502 0.689114
0.160401 0.688264 0.357711 0.998051
0.561690 0.274394 0.503788 0.957091
0.362970 0.850950 0.499996 0.882022
0.045032 0.316406 0.002025 0.994872
0.767128 0.262569 0.745614 0.923660
0.057852 0.908839 0.451230 0.946740
0.367148 0.167044 0.354359 0.554228
0.684437 0.920130 0.250219 0.597791
0.939518 0.768957 0.330586 0.957629
0.320199 0.056303 0.120730 0.612618
0.473306 0.953613 0.851306 0.995829
0.198483 0.033093 0.073318 0.553685
0.173643 0.111628 0.503786 0.584172
0.367096 0.030407 0.226111 0.832170
0.869970 0.859919 0.793988 0.766441
0.063772 0.614513 0.974431 0.928909
0.856468 0.707438 0.507195 0.951020
0.775791 0.392224 0.121801 0.611752
0.382626 0.808923 0.425083 0.712721
0.050695 0.250318 0.466974 0.561031
0.644792 0.369468 0.742424 0.946003
0.522035 0.458157 0.358467 0.647439
0.391803 0.129231 0.142349 0.994162
0.910245 0.573898 0.688256 0.511590
0.479569 0.781016 0.694608 0.501053
0.114106 0.336851 0.711974 0.508862
0.749267 0.673573 0.350740 0.943513
0.314575 0.345199 0.716030 0.899339
0.472875 0.221023 0.938485 0.629774
0.866259 0.646701 0.912524 0.998292
0.739866 0.582149 0.370500 0.931172
0.799710 0.819338 0.488395 0.730326
0.698167 0.875829 0.747346 0.729788
0.778085 0.652441 0.820590 0.514793
0.324411 0.347653 0.974665 0.624964
0.536823 0.198925 0.943589 0.718767
0.730868 0.733751 0.209785 0.750478
0.626454 0.973785 0.108373 0.533808
0.887312 0.587418 0.047474 0.853512
0.332386 0.967246 0.174115 0.928758
0.884452 0.643022 0.615174 0.988062
0.712224 0.523479 0.015334 0.956814
0.486974 0.759214 0.783306 0.731683
0.244822 0.069691 0.293449 0.674826
0.275947 0.690431 0.537003 0.700890
0.166987 0.921241 0.972093 0.868399
0.058381 0.713730 0.860167 0.654534
0.729607 0.173249 0.521076 0.596119
0.093180 0.375324 0.082012 0.528107
0.047999 0.485983 0.929997 0.891920
0.981337 0.281758 0.503011 0.704684
0.559304 0.022381 0.245916 0.807538
0.327180 0.752726 0.461144 0.604513
0.069913 0.642262 0.256805 0.509956
0.234449 0.254619 0.036007 0.564192
0.744344 0.194108 0.413115 0.921529
0.669343 0.396295 0.949185 0.760526
0.244680 0.950859 0.209932 0.684999
0.061762 0.758829 0.098762 0.752696
0.916934 0.502132 0.069458 0.832361
0.807025 0.550322 0.974715 0.582666
0.480728 0.527947 0.163170 0.608254
0.626444 0.847556 0.135986 0.926965
0.136168 0.585825 0.642282 0.885673
0.368981 0.357026 0.602108 0.655863
0.390689 0.331743 0.317870 0.847009
0.898006 0.612366 0.800592 0.916946
0.502820 0.667423 0.811792 0.577762
0.595976 0.061824 0.392709 0.931288
0.465334 0.012119 0.134131 0.867775
0.663010 0.937766 0.600577 0.899097
0.306766 0.910766 0.865796 0.638411
0.797016 0.951777 0.068087 0.807360
0.712292 0.899630 0.306299 0.521001
0.449906 0.673493 0.776693 0.667431
0.635815 0.093530 0.828911 0.940723
0.861345 0.803803 0.716232 0.587623
0.413348 0.586568 0.103420 0.728241
0.412490 0.992344 0.562847 0.574033
0.970177 0.409563 0.586627 0.885482
0.045074 0.985982 0.700080 0.560417
0.245673 0.914496 0.908755 0.830314
0.819728 0.213381 0.721362 0.713060
0.179731 0.463083 0.069573 0.668938
0.512928 0.755438 0.404545 0.854881
0.552026 0.165819 0.147166 0.939198
0.418410 0.775346 0.627031 0.695386
0.869244 0.349443 0.191267 0.942537
0.444676 0.968228 0.235291 0.741800
0.704235 0.934856 0.285352 0.587788
0.986175 0.134165 0.073088 0.900466
0.096898 0.973109 0.701684 0.935556
0.657600 0.077756 0.935509 0.760758
0.783411 0.570846 0.409785 0.619743
0.704016 0.013506 0.406100 0.867482
0.878881 0.759404 0.535880 0.671679
0.978775 0.786385 0.150997 0.807530
0.126157 0.686058 0.120187 0.671193
0.122419 0.169666 0.293999 0.805229
0.186133 0.279139 0.855832 0.692690
0.670188 0.096456 0.888023 0.848447
0.684336 0.102524 0.648130 0.685849
0.521199 0.100972 0.776689 0.575857
0.718401 0.054048 0.691213 0.884396
0.087315 0.145535 0.931966 0.839377
0.949123 0.340702 0.722654 0.836312
0.011602 0.271751 0.214627 0.861575
0.916369 0.152163 0.523639 0.645240
0.747127 0.870734 0.898362 0.974687
0.067137 0.204812 0.427669 0.640769
0.799040 0.989686 0.165595 0.750755
0.804272 0.223636 0.528143 0.631760
0.424208 0.914314 0.529915 0.627514
0.088362 0.742148 0.500320 0.655567
0.585818 0.651386 0.042594 0.847217
0.374670 0.232735 0.698126 0.795335
0.392794 0.286228 0.721378 0.743675
0.093757 0.132878 0.459232 0.862189
0.723141 0.819241 0.011632 0.552094
0.786097 0.567481 0.401421 0.886768
0.004195 0.018278 0.670258 0.884167
0.129630 0.994377 0.917144 0.908551
0.484261 0.135872 0.432872 0.763288
0.001805 0.666938 0.214642 0.838944
0.622566 0.910276 0.680435 0.790416
0.720757 0.749403 0.137263 0.627687
0.556628 0.739693 0.228146 0.807967
0.759269 0.855690 0.708699 0.646808
0.072983 0.210556 0.770510 0.778712
0.519678 0.849751 0.888816 0.520414
0.970477 0.287526 0.606935 0.771864
0.664531 0.725427 0.479750 0.820140
0.339992 0.623233 0.541605 0.980055
0.684422 0.105027 0.479631 0.621514
0.611052 0.839847 0.514350 0.767718
0.906103 0.561497 0.489342 0.632706
0.399680 0.976327 0.118457 0.712299
0.597827 0.624388 0.931559 0.563488
0.155926 0.898086 0.004373 0.932670
0.209182 0.878792 0.756314 0.640332
0.991679 0.910387 0.979380 0.749395
0.223366 0.661885 0.653685 0.778411
0.326203 0.592326 0.014452 0.798491
0.659265 0.138589 0.080478 0.713874
0.753144 0.123500 0.624362 0.605151
0.603399 0.204246 0.582886 0.822814
0.197670 0.436837 0.763824 0.882610
0.869717 0.339912 0.208998 0.649963
0.032924 0.829392 0.412232 0.733609
0.243971 0.592909 0.995891 0.548315
0.618710 0.819668 0.898744 0.940739
0.559776 0.761174 0.959279 0.500412
0.016786 0.631143 0.814062 0.528191
0.671452 0.555421 0.649113 0.950886
0.752442 0.606229 0.571046 0.848928
0.088090 0.915275 0.598143 0.516363
0.473954 0.393484 0.191064 0.543594
0.204267 0.845109 0.875222 0.884838
0.211427 0.079735 0.961686 0.994497
0.815360 0.474754 0.138594 0.539580
0.378214 0.965752 0.807803 0.547898
0.110576 0.788344 0.551741 0.977271
0.117699 0.267149 0.251889 0.927482
0.604366 0.004856 0.149262 0.764477
0.643565 0.582941 0.246188 0.859815
0.143068 0.544264 0.549756 0.922767
0.222974 0.843311 0.815405 0.905495
0.849140 0.122555 0.159788 0.916055
0.446281 0.660805 0.713775 0.588255
0.973367 0.767934 0.238123 0.703415
0.622249 0.164300 0.495261 0.630553
0.974593 0.947185 0.634624 0.716961
0.722169 0.423201 0.112519 0.816768
0.449803 0.507175 0.667875 0.566630
0.411418 0.705671 0.561821 0.698790
0.882131 0.375367 0.414432 0.503891
0.094075 0.635210 0.668192 0.835364
0.569071 0.355708 0.504853 0.982887
0.021507 0.599581 0.206274 0.981895
0.367415 0.319937 0.283520 0.808281
0.149794 0.191525 0.984720 0.955468
0.470947 0.323970 0.530459 0.687292
0.326690 0.083664 0.978539 0.762658
0.539863 0.265387 0.259572 0.789724
0.186545 0.239734 0.440619 0.790583
0.654126 0.232852 0.163477 0.503853
0.065763 0.641939 0.943575 0.845297
0.216437 0.156053 0.032097 0.783777
0.341706 0.391664 0.826716 0.813488
0.361693 0.381936 0.170971 0.751246
0.227344 0.077779 0.732050 0.541329
0.459150 0.956095 0.958992 0.522373
0.639732 0.339363 0.061232 0.706032
0.420983 0.356878 0.567378 0.770359
0.712418 0.449615 0.865106 0.965363
0.401769 0.819969 0.174940 0.746422
0.062207 0.019845 0.440952 0.934656
0.385344 0.999592 0.891353 0.866620
0.438836 0.277916 0.461418 0.955935
0.746872 0.393530 0.183058 0.890759
0.286287 0.041655 0.675256 0.737850
0.459954 0.918446 0.389260 0.664962
0.604976 0.669491 0.654966 0.853997
0.660810 0.800551 0.102566 0.598415
0.904675 0.220179 0.080670 0.549339
0.737680 0.962847 0.465241 0.659592
0.901292 0.354375 0.631582 0.757453
0.920017 0.032755 0.695361 0.892882
0.218026 0.620708 0.312181 0.607297
0.575303 0.150668 0.378329 0.551684
0.860329 0.269350 0.490742 0.649900
0.438739 0.223382 0.166345 0.546515
0.038146 0.333015 0.935446 0.593698
0.065243 0.910109 0.990628 0.522752
0.856614 0.634937 0.444984 0.811140
0.335577 0.082812 0.878043 0.769030
0.386381 0.390765 0.876380 0.727655
0.514372 0.233315 0.460299 0.792945
0.936572 0.113806 0.706078 0.535895
0.456637 0.570812 0.727345 0.586796
0.933898 0.404547 0.781642 0.779021
0.183218 0.743982 0.793723 0.566325
0.110460 0.247942 0.046695 0.607863
0.902555 0.379514 0.205912 0.619024
0.390647 0.931741 0.192506 0.761389
0.966427 0.821357 0.055229 0.504896
0.719015 0.576792 0.871714 0.558731
0.424046 0.736927 0.430714 0.828799
0.853000 0.921160 0.646002 0.731381
0.282070 0.903827 0.702370 0.787559
0.223246 0.467670 0.829643 0.662619
0.584253 0.956862 0.139462 0.698547
0.518980 0.468690 0.593947 0.752613
0.985285 0.632327 0.276630 0.885887
0.381154 0.921876 0.313192 0.501352
0.985045 0.049903 0.880797 0.848758
0.497555 0.065267 0.837139 0.516890
0.155211 0.400373 0.846034 0.997974
0.943832 0.926356 0.019496 0.925817
0.820403 0.921526 0.239081 0.618988
0.823565 0.168337 0.076866 0.920689
0.651571 0.032613 0.634621 0.716947
0.672475 0.609092 0.285447 0.669032
0.932299 0.438714 0.317200 0.584959
0.661631 0.711236 0.942361 0.815050
0.830336 0.630680 0.362360 0.660119
0.687417 0.734412 0.536447 0.956775
0.415771 0.430078 0.282980 0.839955
0.648808 0.375988 0.637060 0.712787
0.719768 0.380801 0.028411 0.673966
0.505311 0.751861 0.639010 0.798054
0.015364 0.479020 0.459863 0.817086
0.008962 0.626870 0.839287 0.809190
0.058441 0.484674 0.343611 0.967029
0.858457 0.239538 0.015266 0.886579
0.222175 0.814760 0.672728 0.718644
0.959380 0.012239 0.337721 0.809352
0.776145 0.443158 0.430592 0.688612
0.860625 0.897717 0.241997 0.516699
0.522525 0.413894 0.377551 0.772649
0.471193 0.739026 0.583925 0.986739
0.819961 0.665240 0.613258 0.777711
0.333077 0.187629 0.990903 0.819920
0.279589 0.921149 0.854955 0.536654
0.623137 0.970437 0.525089 0.618788
0.258764 0.181719 0.984583 0.628978
0.502099 0.910356 0.846320 0.974235
0.832343 0.608899 0.684096 0.595180
0.404854 0.940483 0.142338 0.694006
0.554805 0.903812 0.948582 0.527627
0.043020 0.303086 0.912430 0.785955
0.984902 0.862592 0.408005 0.778536
0.884164 0.850538 0.238933 0.752397
0.966133 0.102237 0.501159 0.964186
0.165185 0.083832 0.796288 0.854697
0.326205 0.293138 0.001398 0.847363
0.547145 0.381563 0.378102 0.998063
0.840932 0.792318 0.290153 0.570593
0.309902 0.380398 0.458517 0.617549
0.972908 0.968727 0.922148 0.565925
0.950100 0.400384 0.750178 0.902541
0.090264 0.847452 0.009524 0.937434
0.460700 0.082575 0.383285 0.794557
0.773521 0.900697 0.412322 0.650653
0.974366 0.154781 0.443800 0.850297
0.393532 0.952176 0.857633 0.534516
0.021947 0.480867 0.579536 0.651982
0.377774 0.740536 0.444596 0.835057
0.913836 0.537577 0.731366 0.934687
0.350228 0.254250 0.709043 0.942231
0.044826 0.767975 0.580976 0.927118
0.545531 0.357879 0.743923 0.845438
0.038753 0.214661 0.964897 0.579781
0.188909 0.825026 0.277866 0.852199
0.273050 0.731204 0.814230 0.897152
0.303270 0.254460 0.206927 0.890821
0.825330 0.163979 0.501861 0.676126
0.434661 0.820503 0.491327 0.590898
0.042961 0.681040 0.885361 0.903327
0.050444 0.050003 0.408786 0.678054
0.062714 0.356439 0.570581 0.577023
0.118352 0.049446 0.728746 0.623827
0.850371 0.813946 0.707738 0.517575
0.128130 0.156123 0.083804 0.633342
0.894472 0.898555 0.171148 0.599052
0.993349 0.632208 0.654763 0.917070
0.081988 0.166275 0.634115 0.790651
0.649118 0.392653 0.603196 0.758681
0.904899 0.188194 0.523985 0.628030
0.076620 0.363402 0.523123 0.653538
0.425756 0.159363 0.284646 0.856061
0.436647 0.248841 0.454873 0.839585
0.775665 0.798472 0.209628 0.771494
0.112738 0.746421 0.529674 0.878792
0.091518 0.201541 0.662752 0.841035
0.035439 0.932956 0.050971 0.583230
0.623832 0.165669 0.591067 0.723128
0.308656 0.893246 0.464053 0.962131
0.692496 0.982507 0.527565 0.522402
0.172477 0.468518 0.661832 0.977600
0.352001 0.351288 0.066074 0.805359
0.631804 0.677925 0.255653 0.608486
0.694046 0.425108 0.724784 0.879584
0.019967 0.346032 0.915283 0.836249
0.702581 0.533043 0.333827 0.645863
0.133158 0.703188 0.166535 0.741333
0.972368 0.643552 0.424538 0.637374
0.670733 0.275535 0.070147 0.713488
0.425385 0.342465 0.199949 0.924495
0.428431 0.542111 0.157194 0.981578
0.935228 0.933553 0.034575 0.776792
0.440648 0.274797 0.956429 0.923714
0.455548 0.190837 0.740429 0.733052
0.015590 0.979783 0.065007 0.735648
0.190233 0.404418 0.419900 0.674257
0.919912 0.817043 0.542143 0.706052
0.237249 0.296640 0.643914 0.608925
0.130574 0.134475 0.689746 0.656545
0.927445 0.195498 0.241537 0.865516
0.730208 0.595154 0.792329 0.932310
0.736264 0.555549 0.528725 0.514400
0.947090 0.088458 0.654728 0.887209
0.805452 0.064223 0.748328 0.909681
0.891208 0.032055 0.533056 0.816131
0.452712 0.738198 0.028125 0.991665
0.500478 0.636586 0.688054 0.701569
0.201914 0.154353 0.555634 0.852076
0.755675 0.550837 0.062020 0.954007
0.493168 0.794321 0.111312 0.665903
0.949462 0.873195 0.047346 0.633032
0.631650 0.412624 0.839918 0.979203
0.208438 0.687165 0.902244 0.685804
0.719484 0.839064 0.173893 0.614120
0.833674 0.997293 0.821112 0.767573
0.607426 0.100165 0.039597 0.872348
0.160414 0.238781 0.288908 0.629662
0.669745 0.965962 0.333184 0.968088
0.098545 0.100126 0.622008 0.557578
0.810847 0.551492 0.110595 0.874962
0.054460 0.712324 0.109859 0.699311
0.675274 0.603430 0.789624 0.674492
0.002592 0.308148 0.609755 0.982158
0.733606 0.090829 0.930460 0.815370
0.964793 0.614266 0.266871 0.951787
0.797055 0.529639 0.488568 0.717134
0.844204 0.434051 0.732513 0.818190
0.533828 0.376964 0.821369 0.793284
0.744355 0.764369 0.252859 0.795227
0.217306 0.492424 0.992056 0.759519
0.983197 0.808722 0.777250 0.626078
0.242015 0.897989 0.259546 0.935298
0.450255 0.748521 0.016563 0.897754
0.823598 0.560848 0.115710 0.548043
0.268375 0.705210 0.248701 0.893894
0.026955 0.828833 0.457830 0.720157
0.061796 0.436027 0.219815 0.721185
0.912733 0.338372 0.326009 0.896978
0.440881 0.332537 0.760926 0.795656
0.887455 0.909571 0.164683 0.997815
0.024242 0.299853 0.466747 0.759439
0.388614 0.295899 0.135347 0.712589
0.196260 0.995464 0.693153 0.777411
0.314061 0.567419 0.040798 0.931296
0.067657 0.018317 0.159847 0.808299
0.143465 0.679626 0.932478 0.985792
0.576003 0.441434 0.169293 0.951561
0.113958 0.211966 0.349120 0.940700
0.672869 0.315124 0.995283 0.512863
0.222923 0.980136 0.002899 0.891292
0.883095 0.437664 0.653339 0.974278
